Permit,Brand
PL/18912/EXP/ES/2016,Pemex
PL/18913/EXP/ES/2016,Pemex
PL/18914/EXP/ES/2016,Pemex
PL/18915/EXP/ES/2016,Pemex
PL/18916/EXP/ES/2016,BP
PL/18917/EXP/ES/2016,BP
PL/18918/EXP/ES/2016,Pemex
PL/18919/EXP/ES/2016,Pemex
PL/1892/EXP/ES/2015,Pemex
PL/18920/EXP/ES/2016,Pemex
PL/18921/EXP/ES/2016,Pemex
PL/1893/EXP/ES/2015,La Gas
PL/18931/EXP/ES/2016,Oxxo Gas
PL/18932/EXP/ES/2016,Pemex
PL/18933/EXP/ES/2016,Pemex
PL/18934/EXP/ES/2016,Oxxo Gas
PL/18935/EXP/ES/2016,Oxxo Gas
PL/18936/EXP/ES/2016,Pemex
PL/18937/EXP/ES/2016,Oxxo Gas
PL/18938/EXP/ES/2016,Pemex
PL/18939/EXP/ES/2016,Pemex
PL/1894/EXP/ES/2015,La Gas
PL/18940/EXP/ES/2016,Pemex
PL/18941/EXP/ES/2016,Pemex
PL/18942/EXP/ES/2016,Pemex
PL/18943/EXP/ES/2016,Pemex
PL/18944/EXP/ES/2016,Pemex
PL/18945/EXP/ES/2016,Pemex
PL/18946/EXP/ES/2016,Pemex
PL/18947/EXP/ES/2016,Pemex
PL/18948/EXP/ES/2016,Pemex
PL/18949/EXP/ES/2016,Pemex
PL/1895/EXP/ES/2015,Pemex
PL/18950/EXP/ES/2016,Pemex
PL/18951/EXP/ES/2016,GGR
PL/18952/EXP/ES/2016,Pemex
PL/18953/EXP/ES/2016,Pemex
PL/18954/EXP/ES/2016,Pemex
PL/18955/EXP/ES/2016,Pemex
PL/18956/EXP/ES/2016,Pemex
PL/18957/EXP/ES/2016,Pemex
PL/18958/EXP/ES/2016,Pemex
PL/18959/EXP/ES/2016,Pemex
PL/1896/EXP/ES/2015,Pemex
PL/18960/EXP/ES/2016,Pemex
PL/18961/EXP/ES/2016,Pemex
PL/18962/EXP/ES/2016,Pemex
PL/18963/EXP/ES/2016,Pemex
PL/18964/EXP/ES/2016,G500
PL/18965/EXP/ES/2016,Pemex
PL/18966/EXP/ES/2016,BP
PL/18967/EXP/ES/2016,Pemex
PL/18968/EXP/ES/2016,Repsol
PL/1897/EXP/ES/2015,Pemex
PL/1898/EXP/ES/2015,Pemex
PL/1899/EXP/ES/2015,Pemex
PL/1900/EXP/ES/2015,BP
PL/1901/EXP/ES/2015,Pemex
PL/19018/EXP/ES/2016,G500
PL/19019/EXP/ES/2016,Pemex
PL/1902/EXP/ES/2015,Pemex
PL/19020/EXP/ES/2016,Pemex
PL/19021/EXP/ES/2016,Pemex
PL/19022/EXP/ES/2016,Pemex
PL/19023/EXP/ES/2016,Pemex
PL/19024/EXP/ES/2016,Pemex
PL/19025/EXP/ES/2016,Pemex
PL/19026/EXP/ES/2016,Shell
PL/19027/EXP/ES/2016,BP
PL/19028/EXP/ES/2016,Pemex
PL/19029/EXP/ES/2016,Pemex
PL/1903/EXP/ES/2015,Pemex
PL/19030/EXP/ES/2016,Pemex
PL/19031/EXP/ES/2016,Mobil
PL/19032/EXP/ES/2016,Pemex
PL/1904/EXP/ES/2015,Pemex
PL/1905/EXP/ES/2015,Pemex
PL/19050/EXP/ES/2016,Oxxo Gas
PL/19051/EXP/ES/2016,Pemex
PL/19052/EXP/ES/2016,Pemex
PL/19053/EXP/ES/2016,Pemex
PL/19054/EXP/ES/2016,Pemex
PL/1906/EXP/ES/2015,Pemex
PL/1907/EXP/ES/2015,Pemex
PL/19075/EXP/ES/2016,Pemex
PL/19076/EXP/ES/2016,Oxxo Gas
PL/19077/EXP/ES/2016,Oxxo Gas
PL/19078/EXP/ES/2016,Pemex
PL/19079/EXP/ES/2016,Pemex
PL/1908/EXP/ES/2015,Pemex
PL/19080/EXP/ES/2016,G500
PL/19081/EXP/ES/2016,Pemex
PL/19082/EXP/ES/2016,Pemex
PL/19083/EXP/ES/2016,Pemex
PL/19084/EXP/ES/2016,Mobil
PL/19085/EXP/ES/2016,Pemex
PL/19086/EXP/ES/2016,Pemex
PL/19087/EXP/ES/2016,Pemex
PL/19088/EXP/ES/2016,Pemex
PL/1909/EXP/ES/2015,Mobil
PL/1910/EXP/ES/2015,Pemex
PL/1911/EXP/ES/2015,Pemex
PL/1912/EXP/ES/2015,Pemex
PL/19120/EXP/ES/2016,Pemex
PL/19121/EXP/ES/2016,Pemex
PL/19122/EXP/ES/2016,Pemex
PL/19123/EXP/ES/2016,Pemex
PL/19124/EXP/ES/2016,Pemex
PL/19125/EXP/ES/2016,Pemex
PL/19126/EXP/ES/2016,Pemex
PL/19127/EXP/ES/2016,Pemex
PL/19128/EXP/ES/2016,G500
PL/19129/EXP/ES/2016,Pemex
PL/1913/EXP/ES/2015,Pemex
PL/19130/EXP/ES/2016,G500
PL/19131/EXP/ES/2016,Pemex
PL/19132/EXP/ES/2016,Pemex
PL/19133/EXP/ES/2016,Pemex
PL/1914/EXP/ES/2015,Pemex
PL/19140/EXP/ES/2016,Shell
PL/19141/EXP/ES/2016,Shell
PL/19142/EXP/ES/2016,Pemex
PL/19143/EXP/ES/2016,Pemex
PL/19144/EXP/ES/2016,Pemex
PL/19145/EXP/ES/2016,Pemex
PL/19146/EXP/ES/2016,Pemex
PL/19147/EXP/ES/2016,Oxxo Gas
PL/19148/EXP/ES/2016,Oxxo Gas
PL/19149/EXP/ES/2016,Repsol
PL/1915/EXP/ES/2015,Pemex
PL/19150/EXP/ES/2016,Pemex
PL/1916/EXP/ES/2015,Pemex
PL/1917/EXP/ES/2015,Pemex
PL/19173/EXP/ES/2016,Pemex
PL/19174/EXP/ES/2016,Pemex
PL/19175/EXP/ES/2016,Chevron
PL/19176/EXP/ES/2016,Pemex
PL/19177/EXP/ES/2016,Mobil
PL/19178/EXP/ES/2016,Pemex
PL/19179/EXP/ES/2016,Pemex
PL/1918/EXP/ES/2015,Pemex
PL/19180/EXP/ES/2016,Pemex
PL/19181/EXP/ES/2016,Pemex
PL/19182/EXP/ES/2016,Pemex
PL/19183/EXP/ES/2016,Pemex
PL/19184/EXP/ES/2016,G500
PL/19185/EXP/ES/2016,Shell
PL/19186/EXP/ES/2016,Pemex
PL/19187/EXP/ES/2016,Pemex
PL/19188/EXP/ES/2016,Pemex
PL/19189/EXP/ES/2016,Pemex
PL/1919/EXP/ES/2015,Pemex
PL/19190/EXP/ES/2016,G500
PL/19191/EXP/ES/2016,Pemex
PL/19192/EXP/ES/2016,Pemex
PL/1920/EXP/ES/2015,Pemex
PL/1921/EXP/ES/2015,Pemex
PL/19210/EXP/ES/2016,Pemex
PL/19211/EXP/ES/2016,Pemex
PL/19212/EXP/ES/2016,Pemex
PL/19213/EXP/ES/2016,Pemex
PL/19214/EXP/ES/2016,Pemex
PL/19215/EXP/ES/2016,BP
PL/19216/EXP/ES/2016,Pemex
PL/19217/EXP/ES/2016,Pemex
PL/19218/EXP/ES/2016,Pemex
PL/19219/EXP/ES/2016,Pemex
PL/1922/EXP/ES/2015,Pemex
PL/19220/EXP/ES/2016,Pemex
PL/19221/EXP/ES/2016,Pemex
PL/19222/EXP/ES/2016,Mobil
PL/19223/EXP/ES/2016,Pemex
PL/19224/EXP/ES/2016,Pemex
PL/19225/EXP/ES/2016,Pemex
PL/19228/EXP/ES/2016,Pemex
PL/19229/EXP/ES/2016,Oxxo Gas
PL/1923/EXP/ES/2015,Pemex
PL/19230/EXP/ES/2016,Oxxo Gas
PL/19231/EXP/ES/2016,Pemex
PL/19232/EXP/ES/2016,Mobil
PL/19233/EXP/ES/2016,Pemex
PL/19234/EXP/ES/2016,Pemex
PL/1924/EXP/ES/2015,BP
PL/1925/EXP/ES/2015,Pemex
PL/19252/EXP/ES/2016,Pemex
PL/19253/EXP/ES/2016,Total
PL/19254/EXP/ES/2016,Pemex
PL/19255/EXP/ES/2016,Pemex
PL/19256/EXP/ES/2016,Pemex
PL/19257/EXP/ES/2016,Pemex
PL/19258/EXP/ES/2016,Pemex
PL/19259/EXP/ES/2016,BP
PL/1926/EXP/ES/2015,G500
PL/19260/EXP/ES/2016,Pemex
PL/19261/EXP/ES/2016,Pemex
PL/19262/EXP/ES/2016,Pemex
PL/19263/EXP/ES/2016,Pemex
PL/19264/EXP/ES/2016,Pemex
PL/19265/EXP/ES/2016,Pemex
PL/19266/EXP/ES/2016,Pemex
PL/19267/EXP/ES/2016,Pemex
PL/19268/EXP/ES/2016,Pemex
PL/19269/EXP/ES/2016,Pemex
PL/1927/EXP/ES/2015,Pemex
PL/19270/EXP/ES/2016,Pemex
PL/19271/EXP/ES/2016,Oxxo Gas
PL/19272/EXP/ES/2016,Pemex
PL/19273/EXP/ES/2016,Pemex
PL/19274/EXP/ES/2016,Chevron
PL/19275/EXP/ES/2016,Chevron
PL/19276/EXP/ES/2016,Oxxo Gas
PL/19277/EXP/ES/2016,Pemex
PL/19278/EXP/ES/2016,Pemex
PL/19279/EXP/ES/2016,G500
PL/1928/EXP/ES/2015,Pemex
PL/1929/EXP/ES/2015,Pemex
PL/19293/EXP/ES/2016,Shell
PL/19294/EXP/ES/2016,Pemex
PL/19295/EXP/ES/2016,Pemex
PL/19296/EXP/ES/2016,Pemex
PL/19297/EXP/ES/2016,Total
PL/19298/EXP/ES/2016,Pemex
PL/19299/EXP/ES/2016,Pemex
PL/1930/EXP/ES/2015,Pemex
PL/19300/EXP/ES/2016,Pemex
PL/19301/EXP/ES/2016,Pemex
PL/19302/EXP/ES/2016,Pemex
PL/19303/EXP/ES/2016,Mobil
PL/19304/EXP/ES/2016,Arco
PL/19305/EXP/ES/2016,Pemex
PL/19306/EXP/ES/2016,Pemex
PL/19307/EXP/ES/2016,Pemex
PL/19308/EXP/ES/2016,Pemex
PL/19309/EXP/ES/2016,Pemex
PL/1931/EXP/ES/2015,Pemex
PL/19310/EXP/ES/2016,Pemex
PL/19311/EXP/ES/2016,Pemex
PL/19312/EXP/ES/2016,Oxxo Gas
PL/19313/EXP/ES/2016,Pemex
PL/19314/EXP/ES/2016,Pemex
PL/1932/EXP/ES/2015,Pemex
PL/19320/EXP/ES/2016,Pemex
PL/19321/EXP/ES/2016,Pemex
PL/19322/EXP/ES/2016,Pemex
PL/19323/EXP/ES/2016,Pemex
PL/19324/EXP/ES/2016,Pemex
PL/19325/EXP/ES/2016,Pemex
PL/19326/EXP/ES/2016,Pemex
PL/19327/EXP/ES/2016,Pemex
PL/19328/EXP/ES/2016,Pemex
PL/19329/EXP/ES/2016,Pemex
PL/1933/EXP/ES/2015,Pemex
PL/19330/EXP/ES/2016,Pemex
PL/19331/EXP/ES/2016,Pemex
PL/19332/EXP/ES/2016,Oxxo Gas
PL/19333/EXP/ES/2016,Pemex
PL/19334/EXP/ES/2016,Pemex
PL/1934/EXP/ES/2015,Pemex
PL/1935/EXP/ES/2015,Pemex
PL/19351/EXP/ES/2016,Pemex
PL/19352/EXP/ES/2016,Pemex
PL/19353/EXP/ES/2016,Pemex
PL/19354/EXP/ES/2016,Pemex
PL/19355/EXP/ES/2016,Repsol
PL/19356/EXP/ES/2016,Pemex
PL/1936/EXP/ES/2015,Pemex
PL/1937/EXP/ES/2015,Pemex
PL/19377/EXP/ES/2016,Pemex
PL/19378/EXP/ES/2016,Pemex
PL/19379/EXP/ES/2016,Pemex
PL/1938/EXP/ES/2015,Pemex
PL/1939/EXP/ES/2015,Pemex
PL/1940/EXP/ES/2015,Pemex
PL/19405/EXP/ES/2016,Pemex
PL/19406/EXP/ES/2016,Pemex
PL/19407/EXP/ES/2016,G500
PL/19408/EXP/ES/2016,Pemex
PL/19409/EXP/ES/2016,Pemex
PL/1941/EXP/ES/2015,Pemex
PL/19410/EXP/ES/2016,Pemex
PL/19411/EXP/ES/2016,Oxxo Gas
PL/19412/EXP/ES/2016,Pemex
PL/19413/EXP/ES/2016,Pemex
PL/19414/EXP/ES/2016,Pemex
PL/19415/EXP/ES/2016,Pemex
PL/19416/EXP/ES/2016,Pemex
PL/19417/EXP/ES/2016,Mobil
PL/19418/EXP/ES/2016,Pemex
PL/19419/EXP/ES/2016,Pemex
PL/1942/EXP/ES/2015,Pemex
PL/19420/EXP/ES/2016,Pemex
PL/19421/EXP/ES/2016,Pemex
PL/19422/EXP/ES/2016,Pemex
PL/19423/EXP/ES/2016,Pemex
PL/19424/EXP/ES/2016,Pemex
PL/1943/EXP/ES/2015,Pemex
PL/1944/EXP/ES/2015,Pemex
PL/19444/EXP/ES/2016,Pemex
PL/19445/EXP/ES/2016,Pemex
PL/19446/EXP/ES/2016,Pemex
PL/19447/EXP/ES/2016,Pemex
PL/19448/EXP/ES/2016,Shell
PL/19449/EXP/ES/2016,Pemex
PL/1945/EXP/ES/2015,BP
PL/19450/EXP/ES/2016,Pemex
PL/19451/EXP/ES/2016,Pemex
PL/19452/EXP/ES/2016,Pemex
PL/19453/EXP/ES/2016,Pemex
PL/19454/EXP/ES/2016,Pemex
PL/19455/EXP/ES/2016,Pemex
PL/1946/EXP/ES/2015,Pemex
PL/1947/EXP/ES/2015,BP
PL/1948/EXP/ES/2015,Pemex
PL/19481/EXP/ES/2016,G500
PL/19482/EXP/ES/2016,Pemex
PL/19483/EXP/ES/2016,Pemex
PL/19484/EXP/ES/2016,Pemex
PL/19485/EXP/ES/2016,Pemex
PL/19486/EXP/ES/2016,Pemex
PL/19487/EXP/ES/2016,Pemex
PL/19488/EXP/ES/2016,Pemex
PL/19489/EXP/ES/2016,Pemex
PL/1949/EXP/ES/2015,BP
PL/19490/EXP/ES/2016,Pemex
PL/19491/EXP/ES/2016,BP
PL/19492/EXP/ES/2016,Arco
PL/1950/EXP/ES/2015,BP
PL/19509/EXP/ES/2016,BP
PL/1951/EXP/ES/2015,G500
PL/19510/EXP/ES/2016,Pemex
PL/19511/EXP/ES/2016,Pemex
PL/19512/EXP/ES/2016,Pemex
PL/19513/EXP/ES/2016,BP
PL/19514/EXP/ES/2016,Pemex
PL/19515/EXP/ES/2016,Pemex
PL/19516/EXP/ES/2016,Oxxo Gas
PL/19517/EXP/ES/2016,Pemex
PL/19518/EXP/ES/2016,Pemex
PL/19519/EXP/ES/2016,Pemex
PL/1952/EXP/ES/2015,Pemex
PL/19520/EXP/ES/2016,Pemex
PL/19521/EXP/ES/2016,Pemex
PL/19522/EXP/ES/2016,Pemex
PL/19523/EXP/ES/2016,Pemex
PL/19524/EXP/ES/2016,Oxxo Gas
PL/19525/EXP/ES/2016,Pemex
PL/19527/EXP/ES/2016,BP
PL/19528/EXP/ES/2016,Pemex
PL/19529/EXP/ES/2016,Pemex
PL/1953/EXP/ES/2015,Pemex
PL/19530/EXP/ES/2016,Oxxo Gas
PL/19531/EXP/ES/2016,Pemex
PL/19532/EXP/ES/2016,Pemex
PL/19533/EXP/ES/2016,Pemex
PL/19534/EXP/ES/2016,Chevron
PL/1954/EXP/ES/2015,Pemex
PL/1955/EXP/ES/2015,Pemex
PL/19553/EXP/ES/2016,Pemex
PL/19554/EXP/ES/2016,Pemex
PL/19555/EXP/ES/2016,Pemex
PL/19556/EXP/ES/2016,Pemex
PL/19557/EXP/ES/2016,Pemex
PL/19558/EXP/ES/2016,Pemex
PL/19559/EXP/ES/2016,Pemex
PL/1956/EXP/ES/2015,Pemex
PL/19560/EXP/ES/2016,Pemex
PL/19561/EXP/ES/2016,Oxxo Gas
PL/19562/EXP/ES/2016,Oxxo Gas
PL/19563/EXP/ES/2016,Oxxo Gas
PL/19564/EXP/ES/2016,Pemex
PL/19565/EXP/ES/2016,Pemex
PL/19566/EXP/ES/2016,Pemex
PL/19567/EXP/ES/2016,Pemex
PL/19568/EXP/ES/2016,Pemex
PL/19569/EXP/ES/2016,Pemex
PL/1957/EXP/ES/2015,Pemex
PL/19570/EXP/ES/2016,Pemex
PL/19571/EXP/ES/2016,Pemex
PL/19572/EXP/ES/2016,Pemex
PL/19573/EXP/ES/2016,Mobil
PL/19574/EXP/ES/2016,Pemex
PL/1958/EXP/ES/2015,Pemex
PL/1959/EXP/ES/2015,Pemex
PL/1960/EXP/ES/2015,Pemex
PL/1961/EXP/ES/2015,Oxxo Gas
PL/19612/EXP/ES/2016,Pemex
PL/19613/EXP/ES/2016,Pemex
PL/19614/EXP/ES/2016,Pemex
PL/19615/EXP/ES/2016,Pemex
PL/19616/EXP/ES/2016,Pemex
PL/19617/EXP/ES/2016,Pemex
PL/19618/EXP/ES/2016,Pemex
PL/19619/EXP/ES/2016,Pemex
PL/1962/EXP/ES/2015,BP
PL/19620/EXP/ES/2016,Pemex
PL/19621/EXP/ES/2016,BP
PL/1963/EXP/ES/2015,Pemex
PL/1964/EXP/ES/2015,Pemex
PL/1965/EXP/ES/2015,Pemex
PL/1966/EXP/ES/2015,Pemex
PL/1967/EXP/ES/2015,Pemex
PL/19675/EXP/ES/2016,La Gas
PL/19676/EXP/ES/2016,Oxxo Gas
PL/19677/EXP/ES/2016,Pemex
PL/19678/EXP/ES/2016,Pemex
PL/19679/EXP/ES/2016,Pemex
PL/1968/EXP/ES/2015,Pemex
PL/19680/EXP/ES/2016,Pemex
PL/19681/EXP/ES/2016,Pemex
PL/19682/EXP/ES/2016,Pemex
PL/19683/EXP/ES/2016,Total
PL/19684/EXP/ES/2016,Pemex
PL/19685/EXP/ES/2016,Pemex
PL/19686/EXP/ES/2016,Pemex
PL/19687/EXP/ES/2016,Pemex
PL/1969/EXP/ES/2015,Pemex
PL/1970/EXP/ES/2015,Pemex
PL/19706/EXP/ES/2016,Pemex
PL/19707/EXP/ES/2016,Pemex
PL/19708/EXP/ES/2016,Pemex
PL/19709/EXP/ES/2016,Pemex
PL/1971/EXP/ES/2015,Pemex
PL/19710/EXP/ES/2016,Pemex
PL/19711/EXP/ES/2016,Pemex
PL/19712/EXP/ES/2016,Pemex
PL/19713/EXP/ES/2016,Pemex
PL/1972/EXP/ES/2015,Pemex
PL/19729/EXP/ES/2016,Pemex
PL/1973/EXP/ES/2015,G500
PL/19730/EXP/ES/2016,Pemex
PL/19731/EXP/ES/2016,Pemex
PL/19732/EXP/ES/2016,Pemex
PL/19733/EXP/ES/2016,Pemex
PL/19734/EXP/ES/2016,Pemex
PL/19735/EXP/ES/2016,Pemex
PL/19736/EXP/ES/2016,Pemex
PL/19737/EXP/ES/2016,Pemex
PL/19738/EXP/ES/2016,Pemex
PL/19739/EXP/ES/2016,Mobil
PL/1974/EXP/ES/2015,Pemex
PL/19740/EXP/ES/2016,Pemex
PL/19741/EXP/ES/2016,Pemex
PL/19742/EXP/ES/2016,Pemex
PL/19743/EXP/ES/2016,Pemex
PL/19744/EXP/ES/2016,Pemex
PL/19745/EXP/ES/2016,Pemex
PL/19746/EXP/ES/2016,G500
PL/19747/EXP/ES/2016,Pemex
PL/19748/EXP/ES/2016,Pemex
PL/19749/EXP/ES/2016,Pemex
PL/1975/EXP/ES/2015,Pemex
PL/19750/EXP/ES/2016,Pemex
PL/19751/EXP/ES/2016,Pemex
PL/19752/EXP/ES/2016,Pemex
PL/19753/EXP/ES/2016,Pemex
PL/19754/EXP/ES/2016,Pemex
PL/19755/EXP/ES/2016,Pemex
PL/19756/EXP/ES/2016,Pemex
PL/19757/EXP/ES/2016,Pemex
PL/19758/EXP/ES/2016,BP
PL/19759/EXP/ES/2016,Repsol
PL/1976/EXP/ES/2015,Total
PL/19760/EXP/ES/2016,Oxxo Gas
PL/19761/EXP/ES/2016,Pemex
PL/1977/EXP/ES/2015,Pemex
PL/1978/EXP/ES/2015,Pemex
PL/19782/EXP/ES/2016,Pemex
PL/19783/EXP/ES/2016,Pemex
PL/19784/EXP/ES/2016,Pemex
PL/19785/EXP/ES/2016,Pemex
PL/19786/EXP/ES/2016,Pemex
PL/19787/EXP/ES/2016,Pemex
PL/19788/EXP/ES/2016,Pemex
PL/19789/EXP/ES/2016,Pemex
PL/1979/EXP/ES/2015,Pemex
PL/19790/EXP/ES/2016,Pemex
PL/19791/EXP/ES/2016,Pemex
PL/19792/EXP/ES/2016,Repsol
PL/19793/EXP/ES/2016,Pemex
PL/19794/EXP/ES/2016,Pemex
PL/19795/EXP/ES/2016,Pemex
PL/1980/EXP/ES/2015,Pemex
PL/1981/EXP/ES/2015,Pemex
PL/19818/EXP/ES/2016,Pemex
PL/19819/EXP/ES/2016,Pemex
PL/1982/EXP/ES/2015,BP
PL/19820/EXP/ES/2016,Pemex
PL/19821/EXP/ES/2016,La Gas
PL/19822/EXP/ES/2016,La Gas
PL/19823/EXP/ES/2016,La Gas
PL/19824/EXP/ES/2016,Pemex
PL/19825/EXP/ES/2016,Total
PL/19826/EXP/ES/2016,BP
PL/19827/EXP/ES/2016,Pemex
PL/19828/EXP/ES/2016,Pemex
PL/1983/EXP/ES/2015,Pemex
PL/19839/EXP/ES/2017,Pemex
PL/1984/EXP/ES/2015,Pemex
PL/19840/EXP/ES/2017,Pemex
PL/19841/EXP/ES/2017,Pemex
PL/19842/EXP/ES/2017,Shell
PL/19843/EXP/ES/2017,Shell
PL/19844/EXP/ES/2017,Shell
PL/19845/EXP/ES/2017,Shell
PL/19846/EXP/ES/2017,Pemex
PL/19847/EXP/ES/2017,Pemex
PL/19848/EXP/ES/2017,Pemex
PL/19849/EXP/ES/2017,Pemex
PL/1985/EXP/ES/2015,Pemex
PL/19858/EXP/ES/2017,Oxxo Gas
PL/19859/EXP/ES/2017,Oxxo Gas
PL/1986/EXP/ES/2015,Pemex
PL/19860/EXP/ES/2017,Oxxo Gas
PL/19861/EXP/ES/2017,Oxxo Gas
PL/19862/EXP/ES/2017,Gulf
PL/19863/EXP/ES/2017,Pemex
PL/19864/EXP/ES/2017,Shell
PL/19865/EXP/ES/2017,Pemex
PL/19866/EXP/ES/2017,Pemex
PL/19867/EXP/ES/2017,Pemex
PL/19868/EXP/ES/2017,Pemex
PL/19869/EXP/ES/2017,BP
PL/1987/EXP/ES/2015,Pemex
PL/1988/EXP/ES/2015,Pemex
PL/19881/EXP/ES/2017,Pemex
PL/19882/EXP/ES/2017,Pemex
PL/19883/EXP/ES/2017,Pemex
PL/19884/EXP/ES/2017,Pemex
PL/19885/EXP/ES/2017,Pemex
PL/1989/EXP/ES/2015,BP
PL/1990/EXP/ES/2015,BP
PL/19901/EXP/ES/2017,Pemex
PL/19902/EXP/ES/2017,Pemex
PL/19903/EXP/ES/2017,Pemex
PL/19904/EXP/ES/2017,Pemex
PL/19905/EXP/ES/2017,Pemex
PL/1991/EXP/ES/2015,BP
PL/1992/EXP/ES/2015,BP
PL/1993/EXP/ES/2015,Pemex
PL/1994/EXP/ES/2015,Pemex
PL/19940/EXP/ES/2017,Pemex
PL/19941/EXP/ES/2017,Chevron
PL/19942/EXP/ES/2017,Chevron
PL/19943/EXP/ES/2017,Pemex
PL/19944/EXP/ES/2017,Pemex
PL/19945/EXP/ES/2017,Pemex
PL/19946/EXP/ES/2017,Pemex
PL/19947/EXP/ES/2017,Pemex
PL/19948/EXP/ES/2017,Pemex
PL/19949/EXP/ES/2017,Pemex
PL/1995/EXP/ES/2015,Pemex
PL/19959/EXP/ES/2017,Pemex
PL/1996/EXP/ES/2015,BP
PL/19960/EXP/ES/2017,Pemex
PL/19961/EXP/ES/2017,La Gas
PL/19962/EXP/ES/2017,La Gas
PL/19963/EXP/ES/2017,Pemex
PL/19964/EXP/ES/2017,Arco
PL/19965/EXP/ES/2017,Pemex
PL/19966/EXP/ES/2017,Pemex
PL/19967/EXP/ES/2017,Pemex
PL/19968/EXP/ES/2017,Pemex
PL/19969/EXP/ES/2017,Pemex
PL/1997/EXP/ES/2015,Pemex
PL/19970/EXP/ES/2017,Pemex
PL/19971/EXP/ES/2017,Pemex
PL/19972/EXP/ES/2017,Pemex
PL/19973/EXP/ES/2017,Pemex
PL/19974/EXP/ES/2017,BP
PL/19975/EXP/ES/2017,BP
PL/19976/EXP/ES/2017,Pemex
PL/19977/EXP/ES/2017,Pemex
PL/19978/EXP/ES/2017,Oxxo Gas
PL/19979/EXP/ES/2017,Pemex
PL/1998/EXP/ES/2015,Pemex
PL/1999/EXP/ES/2015,BP
PL/19996/EXP/ES/2017,Pemex
PL/19997/EXP/ES/2017,Pemex
PL/19998/EXP/ES/2017,Pemex
PL/19999/EXP/ES/2017,Pemex
PL/2000/EXP/ES/2015,Pemex
PL/20000/EXP/ES/2017,Pemex
PL/20001/EXP/ES/2017,Pemex
PL/20002/EXP/ES/2017,Pemex
PL/20003/EXP/ES/2017,Pemex
PL/20004/EXP/ES/2017,Pemex
PL/20005/EXP/ES/2017,Pemex
PL/20006/EXP/ES/2017,Pemex
PL/20007/EXP/ES/2017,Pemex
PL/20008/EXP/ES/2017,Pemex
PL/20009/EXP/ES/2017,Pemex
PL/2001/EXP/ES/2015,BP
PL/20010/EXP/ES/2017,Pemex
PL/20011/EXP/ES/2017,Shell
PL/20012/EXP/ES/2017,Shell
PL/20013/EXP/ES/2017,Shell
PL/20014/EXP/ES/2017,Shell
PL/20015/EXP/ES/2017,Shell
PL/20016/EXP/ES/2017,Pemex
PL/20017/EXP/ES/2017,Pemex
PL/20018/EXP/ES/2017,Pemex
PL/20019/EXP/ES/2017,G500
PL/2002/EXP/ES/2015,Pemex
PL/20020/EXP/ES/2017,Pemex
PL/20021/EXP/ES/2017,Pemex
PL/20022/EXP/ES/2017,Pemex
PL/2003/EXP/ES/2015,BP
PL/20030/EXP/ES/2017,G500
PL/20031/EXP/ES/2017,Pemex
PL/20032/EXP/ES/2017,Pemex
PL/20036/EXP/ES/2017,Pemex
PL/20037/EXP/ES/2017,Pemex
PL/20038/EXP/ES/2017,Pemex
PL/20039/EXP/ES/2017,Pemex
PL/2004/EXP/ES/2015,Pemex
PL/20040/EXP/ES/2017,Pemex
PL/20041/EXP/ES/2017,Pemex
PL/20042/EXP/ES/2017,Shell
PL/20043/EXP/ES/2017,Pemex
PL/2005/EXP/ES/2015,BP
PL/20056/EXP/ES/2017,Pemex
PL/20057/EXP/ES/2017,Pemex
PL/20058/EXP/ES/2017,Pemex
PL/20059/EXP/ES/2017,Pemex
PL/2006/EXP/ES/2015,Pemex
PL/20060/EXP/ES/2017,Pemex
PL/20061/EXP/ES/2017,Pemex
PL/20062/EXP/ES/2017,Pemex
PL/20063/EXP/ES/2017,Pemex
PL/20064/EXP/ES/2017,Pemex
PL/20065/EXP/ES/2017,G500
PL/20066/EXP/ES/2017,Pemex
PL/20067/EXP/ES/2017,Arco
PL/20068/EXP/ES/2017,Pemex
PL/20069/EXP/ES/2017,Pemex
PL/2007/EXP/ES/2015,Pemex
PL/20070/EXP/ES/2017,Pemex
PL/20071/EXP/ES/2017,Pemex
PL/2008/EXP/ES/2015,Pemex
PL/2009/EXP/ES/2015,Pemex
PL/2010/EXP/ES/2015,Pemex
PL/2011/EXP/ES/2015,BP
PL/20112/EXP/ES/2017,Pemex
PL/20113/EXP/ES/2017,Pemex
PL/20114/EXP/ES/2017,Pemex
PL/20115/EXP/ES/2017,Pemex
PL/20116/EXP/ES/2017,Pemex
PL/20117/EXP/ES/2017,Chevron
PL/20118/EXP/ES/2017,Pemex
PL/20119/EXP/ES/2017,Pemex
PL/2012/EXP/ES/2015,Pemex
PL/20120/EXP/ES/2017,Pemex
PL/20121/EXP/ES/2017,Repsol
PL/20122/EXP/ES/2017,Pemex
PL/20123/EXP/ES/2017,Pemex
PL/20124/EXP/ES/2017,Shell
PL/20125/EXP/ES/2017,Pemex
PL/20126/EXP/ES/2017,Pemex
PL/20127/EXP/ES/2017,Pemex
PL/20128/EXP/ES/2017,Pemex
PL/20129/EXP/ES/2017,Pemex
PL/2013/EXP/ES/2015,Pemex
PL/20130/EXP/ES/2017,Pemex
PL/20131/EXP/ES/2017,Pemex
PL/20132/EXP/ES/2017,Pemex
PL/20133/EXP/ES/2017,G500
PL/20134/EXP/ES/2017,Pemex
